external_id,subject_id,subject_name,subject_fullname,root_name
1380370,182,Su Kaynakları,Fen > Temel Bilimler > Su Kaynakları,Fen
1380370,35,Bitki Bilimleri,Fen > Ziraat > Bitki Bilimleri,Fen
1380371,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen
1380371,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen
1380371,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen
1380374,153,Onkoloji,Fen > Tıp > Onkoloji,Fen
1380374,162,Patoloji,Fen > Tıp > Patoloji,Fen
1380374,193,Tıbbi İnformatik,Fen > Tıp > Tıbbi İnformatik,Fen
1380376,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen
1380376,165,Polimer Bilimi,Fen > Mühendislik > Polimer Bilimi,Fen
1380376,95,İmalat Mühendisliği,Fen > Mühendislik > İmalat Mühendisliği,Fen
1380377,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen
1380378,30,"Bilgisayar Bilimleri, Sibernitik","Fen > Mühendislik > Bilgisayar Bilimleri, Sibernitik",Fen
1380378,33,"Bilgisayar Bilimleri, Yazılım Mühendisliği","Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği",Fen
1380378,193,Tıbbi İnformatik,Fen > Tıp > Tıbbi İnformatik,Fen
1380379,126,"Malzeme Bilimleri, Kompozitler","Fen > Mühendislik > Malzeme Bilimleri, Kompozitler",Fen
1380379,145,"Mühendislik, Makine","Fen > Mühendislik > Mühendislik, Makine",Fen
1380379,170,Robotik,Fen > Mühendislik > Robotik,Fen
1380381,103,Jeokimya ve Jeofizik,Fen > Mühendislik > Jeokimya ve Jeofizik,Fen
1380381,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen
1380381,143,"Mühendislik, Jeoloji","Fen > Mühendislik > Mühendislik, Jeoloji",Fen
1380385,28,"Bilgisayar Bilimleri, Bilgi Sistemleri","Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",Fen
1380385,59,Endüstri Mühendisliği,Fen > Mühendislik > Endüstri Mühendisliği,Fen
1380385,95,İmalat Mühendisliği,Fen > Mühendislik > İmalat Mühendisliği,Fen
1380402,28,"Bilgisayar Bilimleri, Bilgi Sistemleri","Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",Fen
1380402,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1380402,101,İşletme,Sosyal > Sosyal > İşletme,Sosyal
1380404,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1380404,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen
1380404,95,İmalat Mühendisliği,Fen > Mühendislik > İmalat Mühendisliği,Fen
1380405,127,"Malzeme Bilimleri, Özellik ve Test","Fen > Mühendislik > Malzeme Bilimleri, Özellik ve Test",Fen
1380405,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen
1380410,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen
1380410,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen
1380410,148,Nanobilim ve Nanoteknoloji,Fen > Mühendislik > Nanobilim ve Nanoteknoloji,Fen
1380411,122,Maden İşletme ve Cevher Hazırlama,Fen > Mühendislik > Maden İşletme ve Cevher Hazırlama,Fen
1380411,133,Metalürji Mühendisliği,Fen > Mühendislik > Metalürji Mühendisliği,Fen
1380418,66,Farmakoloji ve Eczacılık,Fen > Eczacılık > Farmakoloji ve Eczacılık,Fen
1380418,123,"Malzeme Bilimleri, Biyomalzemeler","Fen > Mühendislik > Malzeme Bilimleri, Biyomalzemeler",Fen
1380418,139,"Mühendislik, Biyotıp","Fen > Mühendislik > Mühendislik, Biyotıp",Fen
1380421,33,"Bilgisayar Bilimleri, Yazılım Mühendisliği","Fen > Mühendislik > Bilgisayar Bilimleri, Yazılım Mühendisliği",Fen
1380421,170,Robotik,Fen > Mühendislik > Robotik,Fen
1380421,101,İşletme,Sosyal > Sosyal > İşletme,Sosyal
1380424,31,"Bilgisayar Bilimleri, Teori ve Metotlar","Fen > Mühendislik > Bilgisayar Bilimleri, Teori ve Metotlar",Fen
1380424,32,"Bilgisayar Bilimleri, Yapay Zeka","Fen > Mühendislik > Bilgisayar Bilimleri, Yapay Zeka",Fen
1380424,170,Robotik,Fen > Mühendislik > Robotik,Fen
1380429,60,Enerji ve Yakıtlar,Fen > Mühendislik > Enerji ve Yakıtlar,Fen
1380429,190,Termodinamik,Fen > Temel Bilimler > Termodinamik,Fen
1380430,28,"Bilgisayar Bilimleri, Bilgi Sistemleri","Fen > Mühendislik > Bilgisayar Bilimleri, Bilgi Sistemleri",Fen
