subject_fullname,external_id,embedding_row,article_label_count,selection_type
Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,1398664,5139,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Mühendislik > İnşaat ve Yapı Teknolojisi,1397887,4880,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Akustik,1320175,460,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Akustik,1356254,825,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Akustik,1376756,1551,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Akustik,1390919,3020,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Akustik,1356993,839,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Astronomi ve Astrofizik,1372650,1336,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Astronomi ve Astrofizik,1344507,663,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Astronomi ve Astrofizik,1387228,2507,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Astronomi ve Astrofizik,1387324,2521,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Astronomi ve Astrofizik,1387254,2513,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Balıkçılık,1389154,2740,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Balıkçılık,1380784,1838,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Balıkçılık,1389159,2741,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Balıkçılık,1389105,2729,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Balıkçılık,1389148,2739,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Biyoloji,1391384,3081,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji,1393042,3509,3,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji,1263179,127,7,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji,1390705,2987,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji,1233237,23,7,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,1390711,2990,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,1368472,1141,3,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,1377244,1586,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,1369075,1163,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Biyoloji Çeşitliliğinin Korunması,1383852,2138,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,1380783,1837,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,1390709,2989,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,1390134,2854,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,1286190,226,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Deniz ve Tatlı Su Biyolojisi,1385890,2357,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Ekoloji,1389808,2832,5,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Ekoloji,1323741,482,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Ekoloji,1433878,6402,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Ekoloji,1376259,1533,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Ekoloji,1438672,6526,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Entomoloji,1401293,5688,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Entomoloji,1398106,4975,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Entomoloji,1390167,2866,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Entomoloji,1394496,3930,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Entomoloji,1384409,2188,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Akışkanlar ve Plazma",1351674,745,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Akışkanlar ve Plazma",1302322,306,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Akışkanlar ve Plazma",1356049,818,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Akışkanlar ve Plazma",1240824,35,7,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Akışkanlar ve Plazma",1276128,188,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",1386441,2401,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",1265690,157,3,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",1264127,134,4,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",1335911,575,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Atomik ve Moleküler Kimya",1312984,391,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Katı Hal",1313427,396,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Katı Hal",1361532,910,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Katı Hal",1303278,324,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Katı Hal",1297168,273,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Katı Hal",1387176,2488,3,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Matematik",1377836,1615,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Matematik",1389784,2827,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Matematik",1400158,5616,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Matematik",1393277,3558,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Matematik",1400156,5615,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Nükleer",1435666,6440,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Nükleer",1316506,428,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Nükleer",1348414,700,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Nükleer",1373974,1386,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Nükleer",1320897,464,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Partiküller ve Alanlar",1317398,437,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Partiküller ve Alanlar",1285284,219,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Partiküller ve Alanlar",1363276,941,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Partiküller ve Alanlar",1304061,333,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Partiküller ve Alanlar",1393276,3557,1,REPRESENTATIVE_SINGLE_LABEL
"Fen > Temel Bilimler > Fizik, Uygulamalı",1393299,3576,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Uygulamalı",1381604,1896,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Uygulamalı",1380735,1824,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Uygulamalı",1389870,2838,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Fizik, Uygulamalı",1240824,35,7,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Fizikokimya,1391872,3195,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Fizikokimya,1264194,135,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Fizikokimya,1257582,75,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Fizikokimya,1264034,129,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Fizikokimya,1307450,357,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Genetik ve Kalıtım,1399638,5500,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Genetik ve Kalıtım,1424394,6204,3,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Genetik ve Kalıtım,1394471,3917,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Genetik ve Kalıtım,1423612,6184,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Genetik ve Kalıtım,1398230,4995,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Analitik",1451717,6943,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Analitik",1452112,6953,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Analitik",1452197,6955,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Analitik",1398177,4982,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Analitik",1361904,918,3,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Organik",1394326,3900,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Organik",1393058,3521,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Organik",1451715,6942,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Organik",1398052,4939,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Organik",1371608,1281,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Tıbbi",1451620,6940,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Tıbbi",1382174,1977,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Tıbbi",1395210,4069,3,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Tıbbi",1398654,5133,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Tıbbi",1396068,4291,3,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Uygulamalı",1391359,3072,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Uygulamalı",1394329,3901,2,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Uygulamalı",1391872,3195,3,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Uygulamalı",1259025,90,5,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, Uygulamalı",1381570,1893,3,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, İnorganik ve Nükleer",1451387,6939,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, İnorganik ve Nükleer",1452257,6956,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, İnorganik ve Nükleer",1374445,1423,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, İnorganik ve Nükleer",1451637,6941,1,REPRESENTATIVE_MIXED
"Fen > Temel Bilimler > Kimya, İnorganik ve Nükleer",1394329,3901,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Kuş Bilimi,1226701,12,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Kuş Bilimi,1243654,42,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Kuş Bilimi,1278753,197,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Kuş Bilimi,1263179,127,7,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Kuş Bilimi,1323741,482,3,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Limnoloji,1201616,2,4,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Limnoloji,1254090,65,4,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Limnoloji,1288093,235,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Limnoloji,1382707,2018,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Limnoloji,1313173,394,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mantar Bilimi,1402071,5784,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Mantar Bilimi,1395217,4074,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Mantar Bilimi,1392232,3312,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Mantar Bilimi,1390706,2988,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Mantar Bilimi,1396375,4401,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Matematik,1398207,4984,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Matematik,1398208,4985,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Matematik,1398869,5209,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Matematik,1400160,5618,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Matematik,1399175,5345,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Mikroskopi,1378610,1696,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mikroskopi,1336048,578,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mikroskopi,1304067,335,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mikroskopi,1385638,2328,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mikroskopi,1378463,1667,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mineraloji,1366779,1072,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mineraloji,1392999,3485,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mineraloji,1226476,10,5,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mineraloji,1394289,3892,4,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Mineraloji,1336974,591,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Optik,1366396,1041,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Optik,1368172,1130,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Optik,1380303,1765,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Optik,1393301,3578,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Optik,1393296,3573,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Oşinografi,1343565,655,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Oşinografi,1270538,182,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Oşinografi,1378153,1642,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Oşinografi,1294371,260,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Oşinografi,1382714,2019,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Paleontoloji,1401612,5737,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Paleontoloji,1333765,550,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Paleontoloji,1333640,549,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Paleontoloji,1388476,2686,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Paleontoloji,1392107,3273,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Parazitoloji,1397758,4825,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Parazitoloji,1394708,4002,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Parazitoloji,1384059,2147,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Parazitoloji,1396154,4331,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Parazitoloji,1375704,1491,5,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Spektroskopi,1356857,836,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Spektroskopi,1356858,837,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Spektroskopi,1343892,659,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Spektroskopi,1351862,750,3,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Spektroskopi,1335936,576,3,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Su Kaynakları,1397575,4748,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Su Kaynakları,1385204,2278,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Su Kaynakları,1384953,2244,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Su Kaynakları,1449106,6827,3,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Su Kaynakları,1384457,2193,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Termodinamik,1393298,3575,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Termodinamik,1395125,4046,3,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Termodinamik,1381604,1896,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Termodinamik,1389870,2838,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Termodinamik,1397664,4790,2,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > Viroloji,1397115,4600,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Viroloji,1394487,3923,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Viroloji,1393715,3704,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Viroloji,1386609,2413,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Viroloji,1374112,1401,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Zooloji,1393419,3607,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Zooloji,1397767,4834,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Zooloji,1400192,5636,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Zooloji,1393420,3608,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Zooloji,1393421,3609,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Temel Bilimler > Çevre Bilimleri,1390134,2854,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Çevre Bilimleri,1368472,1141,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Çevre Bilimleri,1401295,5690,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Çevre Bilimleri,1384945,2243,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > Çevre Bilimleri,1302649,308,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Temel Bilimler > İstatistik ve Olasılık,1390667,2978,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > İstatistik ve Olasılık,1398653,5132,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > İstatistik ve Olasılık,1390666,2977,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > İstatistik ve Olasılık,1391346,3064,1,REPRESENTATIVE_MIXED
Fen > Temel Bilimler > İstatistik ve Olasılık,1387773,2592,2,REPRESENTATIVE_MIXED
Fen > Tıp > Acil Tıp,1406540,5955,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Acil Tıp,1432786,6377,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Acil Tıp,1398425,5039,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Acil Tıp,1403911,5871,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Acil Tıp,1403933,5874,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Adli Tıp,1391530,3108,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Adli Tıp,1375996,1515,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Adli Tıp,1369829,1189,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Adli Tıp,1375998,1517,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Adli Tıp,1375992,1511,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Alerji,1369836,1190,1,REPRESENTATIVE_MIXED
Fen > Tıp > Alerji,1383617,2109,1,REPRESENTATIVE_MIXED
Fen > Tıp > Alerji,1424398,6205,1,REPRESENTATIVE_MIXED
Fen > Tıp > Alerji,1393307,3580,1,REPRESENTATIVE_MIXED
Fen > Tıp > Alerji,1392439,3356,2,REPRESENTATIVE_MIXED
Fen > Tıp > Anatomi ve Morfoloji,1424758,6217,1,REPRESENTATIVE_MIXED
Fen > Tıp > Anatomi ve Morfoloji,1390295,2881,1,REPRESENTATIVE_MIXED
Fen > Tıp > Anatomi ve Morfoloji,1390844,3002,1,REPRESENTATIVE_MIXED
Fen > Tıp > Anatomi ve Morfoloji,1417050,6114,1,REPRESENTATIVE_MIXED
Fen > Tıp > Anatomi ve Morfoloji,1390084,2848,2,REPRESENTATIVE_MIXED
Fen > Tıp > Androloji,1393723,3709,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Androloji,1380829,1844,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Androloji,1366851,1081,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Androloji,1358502,859,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Androloji,1355527,804,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Anestezi,1386890,2463,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Anestezi,1386204,2372,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Anestezi,1391678,3142,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Anestezi,1392386,3339,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Anestezi,1386212,2377,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Biyofizik,1366749,1066,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyofizik,1341217,631,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyofizik,1387210,2503,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyofizik,1369283,1172,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyofizik,1321137,471,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyokimya ve Moleküler Biyoloji,1441999,6619,1,REPRESENTATIVE_MIXED
Fen > Tıp > Biyokimya ve Moleküler Biyoloji,1451377,6938,1,REPRESENTATIVE_MIXED
Fen > Tıp > Biyokimya ve Moleküler Biyoloji,1393769,3724,1,REPRESENTATIVE_MIXED
Fen > Tıp > Biyokimya ve Moleküler Biyoloji,1424394,6204,3,REPRESENTATIVE_MIXED
Fen > Tıp > Biyokimya ve Moleküler Biyoloji,1394711,4005,4,REPRESENTATIVE_MIXED
Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,1393841,3751,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,1393044,3511,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,1389886,2839,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,1387757,2584,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Biyoteknoloji ve Uygulamalı Mikrobiyoloji,1383479,2091,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Cerrahi,1398805,5186,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Cerrahi,1398082,4957,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Cerrahi,1439973,6602,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Cerrahi,1424807,6223,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Cerrahi,1399635,5497,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Dermatoloji,1398967,5228,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Dermatoloji,1397383,4706,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Dermatoloji,1393752,3722,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Dermatoloji,1397089,4595,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Dermatoloji,1391584,3128,1,REPRESENTATIVE_SINGLE_LABEL
Fen > Tıp > Endokrinoloji ve Metabolizma,1397165,4635,1,REPRESENTATIVE_MIXED
Fen > Tıp > Endokrinoloji ve Metabolizma,1424811,6225,1,REPRESENTATIVE_MIXED
Fen > Tıp > Endokrinoloji ve Metabolizma,1424295,6194,1,REPRESENTATIVE_MIXED
Fen > Tıp > Endokrinoloji ve Metabolizma,1444121,6703,1,REPRESENTATIVE_MIXED
Fen > Tıp > Endokrinoloji ve Metabolizma,1397163,4633,2,REPRESENTATIVE_MIXED
Fen > Tıp > Enfeksiyon Hastalıkları,1394254,3873,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Enfeksiyon Hastalıkları,1396208,4354,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Enfeksiyon Hastalıkları,1394245,3867,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Enfeksiyon Hastalıkları,1398846,5196,3,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Enfeksiyon Hastalıkları,1374350,1409,2,REPRESENTATIVE_MULTI_LABEL_ONLY
Fen > Tıp > Fizyoloji,1382299,1986,1,REPRESENTATIVE_MIXED
Fen > Tıp > Fizyoloji,1388143,2654,3,REPRESENTATIVE_MIXED
Fen > Tıp > Fizyoloji,1381046,1853,2,REPRESENTATIVE_MIXED
Fen > Tıp > Fizyoloji,1343265,653,2,REPRESENTATIVE_MIXED
Fen > Tıp > Fizyoloji,1397016,4578,2,REPRESENTATIVE_MIXED
